cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack,source
73,Hun Raider,0,4,5a,4d,12h,1f,7,aom:ADVANCE_MIGRATION,ICON_UNIT_HUN_RAIDER,SPRITE_HUN_RAIDER,SOUND_SELECT1_HUN_RAIDER,SOUND_MOVE_HUN_RAIDER,SOUND_ATTACK_HUN_RAIDER,aom
76,Imperial Envoy,0,2,0a,2d,10h,1f,7,Med,ICON_UNIT_IMPERIAL_ENVOY,SPRITE_IMPERIAL_ENVOY,SOUND_SELECT1_IMPERIAL_ENVOY,SOUND_MOVE_IMPERIAL_ENVOY,SOUND_ATTACK_IMPERIAL_ENVOY,aom
83,Javelineer,0,2,2a,2d,10h,1f,2,aom:ADVANCE_BRICK_MAKING,ICON_UNIT_JAVELINEER,SPRITE_JAVELINEER,SOUND_SELECT1_JAVELINEER,SOUND_MOVE_JAVELINEER,SOUND_ATTACK_JAVELINEER,aom
85,Knight Templar,0,1,8a,6d,18h,2f,9,Las,ICON_UNIT_KNIGHT_TEMPLAR,SPRITE_KNIGHT_TEMPLAR,SOUND_SELECT1_KNIGHT_TEMPLAR,SOUND_MOVE_KNIGHT_TEMPLAR,SOUND_ATTACK_KNIGHT_TEMPLAR,aom
90,Longbow,0,1,3a,3d,11h,2f,9,aom:ADVANCE_YEOMANRY,ICON_UNIT_LONGBOW,SPRITE_LONGBOW,SOUND_SELECT1_LONGBOW,SOUND_MOVE_LONGBOW,SOUND_ATTACK_LONGBOW,aom
93,Mameluke,0,2,8a,5d,13h,2f,10,aom:ADVANCE_CALIPHATE,ICON_UNIT_MAMELUKE,SPRITE_MAMELUKE,SOUND_SELECT1_MAMELUKE,SOUND_MOVE_MAMELUKE,SOUND_ATTACK_MAMELUKE,aom
96,Mechanised Infantry,0,3,11a,14d,25h,3f,27,aom:ADVANCE_FIBRE_OPTICS,ICON_UNIT_MECHANISED_INFANTRY,SPRITE_MECHANISED_INFANTRY,SOUND_SELECT1_MECHANISED_INFANTRY,SOUND_MOVE_MECHANISED_INFANTRY,SOUND_ATTACK_MECHANISED_INFANTRY,aom
97,Medieval Infantry,0,1,7a,6d,17h,2f,7,aom:ADVANCE_IRON_CASTING,ICON_UNIT_MEDIEVAL_INFANTRY,SPRITE_MEDIEVAL_INFANTRY,SOUND_SELECT1_MEDIEVAL_INFANTRY,SOUND_MOVE_MEDIEVAL_INFANTRY,SOUND_ATTACK_MEDIEVAL_INFANTRY,aom
100,Migrant,0,1,1a,1d,9h,1f,1,aom:ADVANCE_DYNASTY,ICON_UNIT_MIGRANT,SPRITE_MIGRANT,SOUND_SELECT1_MIGRANT,SOUND_MOVE_MIGRANT,SOUND_ATTACK_MIGRANT,aom
113,Pezheteroi,0,1,3a,5d,13h,2f,3,aom:ADVANCE_REPUBLIC,ICON_UNIT_PEZHETEROI,SPRITE_PEZHETEROI,SOUND_SELECT1_PEZHETEROI,SOUND_MOVE_PEZHETEROI,SOUND_ATTACK_PEZHETEROI,aom
114,Phalanx,0,1,4a,5d,15h,1f,3,aom:ADVANCE_CITIZENSHIP,ICON_UNIT_PHALANX,SPRITE_PHALANX,SOUND_SELECT1_PHALANX,SOUND_MOVE_PHALANX,SOUND_ATTACK_PHALANX,aom
115,Pikemen,0,1,2a,5d,10h,2f,3,aom:ADVANCE_FEUDALISM,ICON_UNIT_PIKEMEN,SPRITE_PIKEMEN,SOUND_SELECT1_PIKEMEN,SOUND_MOVE_PIKEMEN,SOUND_ATTACK_PIKEMEN,aom
117,Peltast,0,2,3a,3d,10h,1f,3,aom:ADVANCE_METAL_WORKING,ICON_UNIT_PELTAST,SPRITE_PELTAST,SOUND_SELECT1_PELTAST,SOUND_MOVE_PELTAST,SOUND_ATTACK_PELTAST,aom
118,Praetorians,0,1,6a,6d,18h,2f,6,aom:ADVANCE_DICTATORSHIP,ICON_UNIT_PRAETORIANS,SPRITE_PRAETORIANS,SOUND_SELECT1_PRAETORIANS,SOUND_MOVE_PRAETORIANS,SOUND_ATTACK_PRAETORIANS,aom
119,Princess,0,2,0a,2d,10h,1f,7,aom:ADVANCE_DYNASTY,ICON_UNIT_PRINCESS,SPRITE_PRINCESS,SOUND_SELECT1_PRINCESS,SOUND_MOVE_PRINCESS,SOUND_ATTACK_PRINCESS,aom
124,Saphia,0,4,8a,5d,13h,2f,10,aom:ADVANCE_SULTANATE,ICON_UNIT_SAPHIA,SPRITE_SAPHIA,SOUND_SELECT1_SAPHIA,SOUND_MOVE_SAPHIA,SOUND_ATTACK_SAPHIA,aom
125,Samurai,0,2,8a,6d,16h,2f,9,aom:ADVANCE_DYNASTIC_EMPIRE,ICON_UNIT_SAMURAI,SPRITE_SAMURAI,SOUND_SELECT1_SAMURAI,SOUND_MOVE_SAMURAI,SOUND_ATTACK_SAMURAI,aom
131,Slavemaster,0,1,2a,1d,8h,1f,7,aom:ADVANCE_COPPER_SMELTING,ICON_UNIT_SLAVEMASTER,SPRITE_SLAVEMASTER,SOUND_SELECT1_SLAVEMASTER,SOUND_MOVE_SLAVEMASTER,SOUND_ATTACK_SLAVEMASTER,aom
144,Supply Train,0,1,0a,2d,10h,1f,10,aom:ADVANCE_PAPER,ICON_UNIT_SUPPLY_TRAIN,SPRITE_SUPPLY_TRAIN,SOUND_SELECT1_SUPPLY_TRAIN,SOUND_MOVE_SUPPLY_TRAIN,SOUND_ATTACK_SUPPLY_TRAIN,aom
151,Tiger,0,4,17a,10d,22h,3f,29,aom:ADVANCE_BLITZKRIEG,ICON_UNIT_TIGER,SPRITE_TIGER,SOUND_SELECT1_TIGER,SOUND_MOVE_TIGER,SOUND_ATTACK_TIGER,aom
157,Warrior,0,1,2a,2d,10h,1f,1,aom:ADVANCE_TOOLMAKING,ICON_UNIT_WARRIOR,SPRITE_WARRIOR,SOUND_SELECT1_WARRIOR,SOUND_MOVE_WARRIOR,SOUND_ATTACK_WARRIOR,aom
161,Baron,0,2,6a,6d,17h,2f,9,aom:ADVANCE_HEXTAPUL,ICON_UNIT_BARON,SPRITE_BARON,SOUND_SELECT1_BARON,SOUND_MOVE_BARON,SOUND_ATTACK_BARON,aom
162,Marshall,0,4,7a,9d,17h,3f,15,aom:ADVANCE_HEXTAPUL,ICON_UNIT_MARSHALL,SPRITE_MARSHALL,SOUND_SELECT1_MARSHALL,SOUND_MOVE_MARSHALL,SOUND_ATTACK_MARSHALL,aom
164,Tribal Leader,0,1,5a,4d,13h,1f,2,aom:ADVANCE_HEXTAPUL,ICON_UNIT_TRIBAL_LEADER,SPRITE_TRIBAL_LEADER,SOUND_SELECT1_TRIBAL_LEADER,SOUND_MOVE_TRIBAL_LEADER,SOUND_ATTACK_TRIBAL_LEADER,aom
165,Tarkan,0,4,7a,5d,13h,2f,8,aom:ADVANCE_HEXTAPUL,ICON_UNIT_TARKAN,SPRITE_TARKAN,SOUND_SELECT1_TARKAN,SOUND_MOVE_TARKAN,SOUND_ATTACK_TARKAN,aom
166,Keshik,0,4,9a,6d,13h,2f,9,aom:ADVANCE_HEXTAPUL,ICON_UNIT_KESHIK,SPRITE_KESHIK,SOUND_SELECT1_KESHIK,SOUND_MOVE_KESHIK,SOUND_ATTACK_KESHIK,aom
170,Ramses,0,2,3a,3d,15h,2f,8,aom:ADVANCE_HEXTAPUL,ICON_UNIT_RAMSES,SPRITE_RAMSES,SOUND_SELECT1_RAMSES,SOUND_MOVE_RAMSES,SOUND_ATTACK_RAMSES,aom
171,Nebuchadnezzer,0,2,4a,3d,15h,2f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_NEBUCHADNEZZER,SPRITE_NEBUCHADNEZZER,SOUND_SELECT1_NEBUCHADNEZZER,SOUND_MOVE_NEBUCHADNEZZER,SOUND_ATTACK_NEBUCHADNEZZER,aom
176,Charlemange,0,3,6a,5d,18h,2f,16,aom:ADVANCE_HEXTAPUL,ICON_UNIT_CHARLEMANGE,SPRITE_CHARLEMANGE,SOUND_SELECT1_CHARLEMANGE,SOUND_MOVE_CHARLEMANGE,SOUND_ATTACK_CHARLEMANGE,aom
179,Gustavas Adolphus,0,4,8a,6d,20h,3f,20,aom:ADVANCE_HEXTAPUL,ICON_UNIT_GUSTAVAS_ADOLPHUS,SPRITE_GUSTAVAS_ADOLPHUS,SOUND_SELECT1_GUSTAVAS_ADOLPHUS,SOUND_MOVE_GUSTAVAS_ADOLPHUS,SOUND_ATTACK_GUSTAVAS_ADOLPHUS,aom
180,William Pitt,0,4,8a,6d,20h,3f,20,aom:ADVANCE_HEXTAPUL,ICON_UNIT_WILLIAM_PITT,SPRITE_WILLIAM_PITT,SOUND_SELECT1_WILLIAM_PITT,SOUND_MOVE_WILLIAM_PITT,SOUND_ATTACK_WILLIAM_PITT,aom
181,Napoleon,0,4,8a,6d,20h,3f,20,aom:ADVANCE_HEXTAPUL,ICON_UNIT_NAPOLEON,SPRITE_NAPOLEON,SOUND_SELECT1_NAPOLEON,SOUND_MOVE_NAPOLEON,SOUND_ATTACK_NAPOLEON,aom
182,Tokugawa,0,3,7a,6d,18h,3f,20,aom:ADVANCE_HEXTAPUL,ICON_UNIT_TOKUGAWA,SPRITE_TOKUGAWA,SOUND_SELECT1_TOKUGAWA,SOUND_MOVE_TOKUGAWA,SOUND_ATTACK_TOKUGAWA,aom
185,Heraclius,0,3,6a,3d,18h,2f,16,aom:ADVANCE_HEXTAPUL,ICON_UNIT_HERACLIUS,SPRITE_HERACLIUS,SOUND_SELECT1_HERACLIUS,SOUND_MOVE_HERACLIUS,SOUND_ATTACK_HERACLIUS,aom
186,Barbarossa,0,3,6a,7d,18h,2f,16,aom:ADVANCE_HEXTAPUL,ICON_UNIT_BARBAROSSA,SPRITE_BARBAROSSA,SOUND_SELECT1_BARBAROSSA,SOUND_MOVE_BARBAROSSA,SOUND_ATTACK_BARBAROSSA,aom
187,Montezuma,0,3,6a,5d,18h,2f,16,aom:ADVANCE_HEXTAPUL,ICON_UNIT_MONTEZUMA,SPRITE_MONTEZUMA,SOUND_SELECT1_MONTEZUMA,SOUND_MOVE_MONTEZUMA,SOUND_ATTACK_MONTEZUMA,aom
188,William The Conqueror,0,3,6a,5d,18h,2f,16,aom:ADVANCE_HEXTAPUL,ICON_UNIT_WILLIAM_THE_CONQUEROR,SPRITE_WILLIAM_THE_CONQUEROR,SOUND_SELECT1_WILLIAM_THE_CONQUEROR,SOUND_MOVE_WILLIAM_THE_CONQUEROR,SOUND_ATTACK_WILLIAM_THE_CONQUEROR,aom
189,Genghis Khan,0,4,5a,5d,18h,2f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_GENGHIS_KHAN,SPRITE_GENGHIS_KHAN,SOUND_SELECT1_GENGHIS_KHAN,SOUND_MOVE_GENGHIS_KHAN,SOUND_ATTACK_GENGHIS_KHAN,aom
190,Soliman The Magnificent,0,3,6a,5d,18h,2f,16,aom:ADVANCE_HEXTAPUL,ICON_UNIT_SOLIMAN_THE_MAGNIFICENT,SPRITE_SOLIMAN_THE_MAGNIFICENT,SOUND_SELECT1_SOLIMAN_THE_MAGNIFICENT,SOUND_MOVE_SOLIMAN_THE_MAGNIFICENT,SOUND_ATTACK_SOLIMAN_THE_MAGNIFICENT,aom
194,Tuthmosis Iii,0,2,8a,5d,18h,2f,6,aom:ADVANCE_HEXTAPUL,ICON_UNIT_TUTHMOSIS_III,SPRITE_TUTHMOSIS_III,SOUND_SELECT1_TUTHMOSIS_III,SOUND_MOVE_TUTHMOSIS_III,SOUND_ATTACK_TUTHMOSIS_III,aom
195,Epaminondas,0,2,8a,5d,18h,2f,6,aom:ADVANCE_HEXTAPUL,ICON_UNIT_EPAMINONDAS,SPRITE_EPAMINONDAS,SOUND_SELECT1_EPAMINONDAS,SOUND_MOVE_EPAMINONDAS,SOUND_ATTACK_EPAMINONDAS,aom
197,Vercingetorix,0,2,8a,5d,18h,2f,6,aom:ADVANCE_HEXTAPUL,ICON_UNIT_VERCINGETORIX,SPRITE_VERCINGETORIX,SOUND_SELECT1_VERCINGETORIX,SOUND_MOVE_VERCINGETORIX,SOUND_ATTACK_VERCINGETORIX,aom
199,Scipio Africanus,0,2,8a,5d,18h,2f,6,aom:ADVANCE_HEXTAPUL,ICON_UNIT_SCIPIO_AFRICANUS,SPRITE_SCIPIO_AFRICANUS,SOUND_SELECT1_SCIPIO_AFRICANUS,SOUND_MOVE_SCIPIO_AFRICANUS,SOUND_ATTACK_SCIPIO_AFRICANUS,aom
200,Belisarius,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_BELISARIUS,SPRITE_BELISARIUS,SOUND_SELECT1_BELISARIUS,SOUND_MOVE_BELISARIUS,SOUND_ATTACK_BELISARIUS,aom
201,Leiv Erikson,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_LEIV_ERIKSON,SPRITE_LEIV_ERIKSON,SOUND_SELECT1_LEIV_ERIKSON,SOUND_MOVE_LEIV_ERIKSON,SOUND_ATTACK_LEIV_ERIKSON,aom
202,Wu Ti,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_WU_TI,SPRITE_WU_TI,SOUND_SELECT1_WU_TI,SOUND_MOVE_WU_TI,SOUND_ATTACK_WU_TI,aom
203,Charles Martel,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_CHARLES_MARTEL,SPRITE_CHARLES_MARTEL,SOUND_SELECT1_CHARLES_MARTEL,SOUND_MOVE_CHARLES_MARTEL,SOUND_ATTACK_CHARLES_MARTEL,aom
204,El Cid,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_EL_CID,SPRITE_EL_CID,SOUND_SELECT1_EL_CID,SOUND_MOVE_EL_CID,SOUND_ATTACK_EL_CID,aom
205,Bohemund,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_BOHEMUND,SPRITE_BOHEMUND,SOUND_SELECT1_BOHEMUND,SOUND_MOVE_BOHEMUND,SOUND_ATTACK_BOHEMUND,aom
206,De La Valette,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_DE_LA_VALETTE,SPRITE_DE_LA_VALETTE,SOUND_SELECT1_DE_LA_VALETTE,SOUND_MOVE_DE_LA_VALETTE,SOUND_ATTACK_DE_LA_VALETTE,aom
207,Richard The Lionheart,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_RICHARD_THE_LIONHEART,SPRITE_RICHARD_THE_LIONHEART,SOUND_SELECT1_RICHARD_THE_LIONHEART,SOUND_MOVE_RICHARD_THE_LIONHEART,SOUND_ATTACK_RICHARD_THE_LIONHEART,aom
208,Alp Arslan,0,3,9a,5d,20h,2f,10,aom:ADVANCE_HEXTAPUL,ICON_UNIT_ALP_ARSLAN,SPRITE_ALP_ARSLAN,SOUND_SELECT1_ALP_ARSLAN,SOUND_MOVE_ALP_ARSLAN,SOUND_ATTACK_ALP_ARSLAN,aom
209,Jan Ziska,0,3,8a,10d,20h,3f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_JAN_ZISKA,SPRITE_JAN_ZISKA,SOUND_SELECT1_JAN_ZISKA,SOUND_MOVE_JAN_ZISKA,SOUND_ATTACK_JAN_ZISKA,aom
210,Gonsalvo,0,3,8a,10d,20h,3f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_GONSALVO,SPRITE_GONSALVO,SOUND_SELECT1_GONSALVO,SOUND_MOVE_GONSALVO,SOUND_ATTACK_GONSALVO,aom
211,Marlborough,0,3,8a,10d,20h,3f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_MARLBOROUGH,SPRITE_MARLBOROUGH,SOUND_SELECT1_MARLBOROUGH,SOUND_MOVE_MARLBOROUGH,SOUND_ATTACK_MARLBOROUGH,aom
212,Wellington,0,3,8a,10d,20h,3f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_WELLINGTON,SPRITE_WELLINGTON,SOUND_SELECT1_WELLINGTON,SOUND_MOVE_WELLINGTON,SOUND_ATTACK_WELLINGTON,aom
213,Davout,0,3,8a,10d,20h,3f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_DAVOUT,SPRITE_DAVOUT,SOUND_SELECT1_DAVOUT,SOUND_MOVE_DAVOUT,SOUND_ATTACK_DAVOUT,aom
214,Davey Crocket,0,3,8a,10d,20h,3f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_DAVEY_CROCKET,SPRITE_DAVEY_CROCKET,SOUND_SELECT1_DAVEY_CROCKET,SOUND_MOVE_DAVEY_CROCKET,SOUND_ATTACK_DAVEY_CROCKET,aom
215,Oyama,0,3,12a,12d,20h,3f,13,aom:ADVANCE_HEXTAPUL,ICON_UNIT_OYAMA,SPRITE_OYAMA,SOUND_SELECT1_OYAMA,SOUND_MOVE_OYAMA,SOUND_ATTACK_OYAMA,aom
216,Ludendorf,0,3,12a,12d,20h,3f,19,aom:ADVANCE_HEXTAPUL,ICON_UNIT_LUDENDORF,SPRITE_LUDENDORF,SOUND_SELECT1_LUDENDORF,SOUND_MOVE_LUDENDORF,SOUND_ATTACK_LUDENDORF,aom
217,Rommel,0,3,12a,12d,20h,3f,19,aom:ADVANCE_HEXTAPUL,ICON_UNIT_ROMMEL,SPRITE_ROMMEL,SOUND_SELECT1_ROMMEL,SOUND_MOVE_ROMMEL,SOUND_ATTACK_ROMMEL,aom
218,Patton,0,3,12a,12d,20h,3f,19,aom:ADVANCE_HEXTAPUL,ICON_UNIT_PATTON,SPRITE_PATTON,SOUND_SELECT1_PATTON,SOUND_MOVE_PATTON,SOUND_ATTACK_PATTON,aom
219,Macarthur,0,3,12a,12d,20h,3f,19,aom:ADVANCE_HEXTAPUL,ICON_UNIT_MACARTHUR,SPRITE_MACARTHUR,SOUND_SELECT1_MACARTHUR,SOUND_MOVE_MACARTHUR,SOUND_ATTACK_MACARTHUR,aom
220,Moshe Dayan,0,3,12a,12d,20h,3f,19,aom:ADVANCE_HEXTAPUL,ICON_UNIT_MOSHE_DAYAN,SPRITE_MOSHE_DAYAN,SOUND_SELECT1_MOSHE_DAYAN,SOUND_MOVE_MOSHE_DAYAN,SOUND_ATTACK_MOSHE_DAYAN,aom
221,King,0,2,2a,2d,14h,1f,10,aom:ADVANCE_DYNASTY,ICON_UNIT_KING,SPRITE_KING,SOUND_SELECT1_KING,SOUND_MOVE_KING,SOUND_ATTACK_KING,aom
223,Town Watch,0,1,1a,1d,9h,1f,1,aom:ADVANCE_HEXTAPUL,ICON_UNIT_TOWN_WATCH,SPRITE_TOWN_WATCH,SOUND_SELECT1_TOWN_WATCH,SOUND_MOVE_TOWN_WATCH,SOUND_ATTACK_TOWN_WATCH,aom
224,Elite Advanced Warrior,0,1,5a,2d,11h,1f,2,aom:ADVANCE_TRIBES,ICON_UNIT_ELITE_ADVANCED_WARRIOR,SPRITE_ADVANCED_WARRIOR,SOUND_SELECT1_ELITE_ADVANCED_WARRIOR,SOUND_MOVE_ELITE_ADVANCED_WARRIOR,SOUND_ATTACK_ELITE_ADVANCED_WARRIOR,aom
225,Elite Heavy Swordsman,0,1,5a,3d,11h,1f,2,aom:ADVANCE_COPPER_SMELTING,ICON_UNIT_ELITE_HEAVY_SWORDSMAN,SPRITE_HEAVY_SWORDSMAN,SOUND_SELECT1_ELITE_HEAVY_SWORDSMAN,SOUND_MOVE_ELITE_HEAVY_SWORDSMAN,SOUND_ATTACK_ELITE_HEAVY_SWORDSMAN,aom
227,Elite Phalanx,0,1,5a,5d,16h,1f,3,aom:ADVANCE_CITIZENSHIP,ICON_UNIT_ELITE_PHALANX,SPRITE_PHALANX,SOUND_SELECT1_ELITE_PHALANX,SOUND_MOVE_ELITE_PHALANX,SOUND_ATTACK_ELITE_PHALANX,aom
229,Elite Peltast,0,2,4a,3d,11h,1f,3,aom:ADVANCE_METAL_WORKING,ICON_UNIT_ELITE_PELTAST,SPRITE_PELTAST,SOUND_SELECT1_ELITE_PELTAST,SOUND_MOVE_ELITE_PELTAST,SOUND_ATTACK_ELITE_PELTAST,aom
230,Elite Auxilliary Legion,0,2,6a,4d,13h,1f,5,aom:ADVANCE_IRON_WORKING,ICON_UNIT_ELITE_AUXILLIARY_LEGION,SPRITE_AUXILLIARY_LEGION,SOUND_SELECT1_ELITE_AUXILLIARY_LEGION,SOUND_MOVE_ELITE_AUXILLIARY_LEGION,SOUND_ATTACK_ELITE_AUXILLIARY_LEGION,aom
231,Elite Javelin Cavalry,0,3,4a,2d,11h,1f,2,aom:ADVANCE_HORSE_RIDING,ICON_UNIT_ELITE_JAVELIN_CAVALRY,SPRITE_JAVELIN_CAVALRY,SOUND_SELECT1_ELITE_JAVELIN_CAVALRY,SOUND_MOVE_ELITE_JAVELIN_CAVALRY,SOUND_ATTACK_ELITE_JAVELIN_CAVALRY,aom
232,Elite Chariot,0,2,5a,2d,11h,1f,3,aom:ADVANCE_CHARIOTS,ICON_UNIT_ELITE_CHARIOT,SPRITE_CHARIOT,SOUND_SELECT1_ELITE_CHARIOT,SOUND_MOVE_ELITE_CHARIOT,SOUND_ATTACK_ELITE_CHARIOT,aom
233,Elite Chariot Archer,0,2,4a,2d,13h,1f,4,aom:ADVANCE_ARISTOCRACY,ICON_UNIT_ELITE_CHARIOT_ARCHER,SPRITE_CHARIOT_ARCHER,SOUND_SELECT1_ELITE_CHARIOT_ARCHER,SOUND_MOVE_ELITE_CHARIOT_ARCHER,SOUND_ATTACK_ELITE_CHARIOT_ARCHER,aom
234,Elite Archer,0,1,3a,2d,9h,1f,4,aom:ADVANCE_ARCHERY,ICON_UNIT_ELITE_ARCHER,SPRITE_ARCHER,SOUND_SELECT1_ELITE_ARCHER,SOUND_MOVE_ELITE_ARCHER,SOUND_ATTACK_ELITE_ARCHER,aom
235,Elite Composite Archer,0,1,3a,2d,11h,2f,5,aom:ADVANCE_COMPOSITE_BOW,ICON_UNIT_ELITE_COMPOSITE_ARCHER,SPRITE_COMPOSITE_ARCHER,SOUND_SELECT1_ELITE_COMPOSITE_ARCHER,SOUND_MOVE_ELITE_COMPOSITE_ARCHER,SOUND_ATTACK_ELITE_COMPOSITE_ARCHER,aom
236,Elite Galley,2,3,4a,2d,12h,1f,3,The,ICON_UNIT_ELITE_GALLEY,SPRITE_GALLEY,SOUND_SELECT1_ELITE_GALLEY,SOUND_MOVE_ELITE_GALLEY,SOUND_ATTACK_ELITE_GALLEY,aom
237,Elite Trireme,2,3,5a,2d,14h,1f,4,aom:ADVANCE_ALCHEMY,ICON_UNIT_ELITE_TRIREME,SPRITE_TRIREME,SOUND_SELECT1_ELITE_TRIREME,SOUND_MOVE_ELITE_TRIREME,SOUND_ATTACK_ELITE_TRIREME,aom
238,Elite Horseman,0,3,6a,3d,13h,1f,6,aom:ADVANCE_HORSE_ARMOR,ICON_UNIT_ELITE_HORSEMAN,SPRITE_HORSEMAN,SOUND_SELECT1_ELITE_HORSEMAN,SOUND_MOVE_ELITE_HORSEMAN,SOUND_ATTACK_ELITE_HORSEMAN,aom
239,Elite Heavy Cavalry,0,3,7a,4d,13h,2f,7,aom:ADVANCE_ANIMAL_HUSBANDRY,ICON_UNIT_ELITE_HEAVY_CAVALRY,SPRITE_HEAVY_CAVALRY,SOUND_SELECT1_ELITE_HEAVY_CAVALRY,SOUND_MOVE_ELITE_HEAVY_CAVALRY,SOUND_ATTACK_ELITE_HEAVY_CAVALRY,aom
240,Elite Catapult,0,1,3a,3d,12h,2f,8,aom:ADVANCE_SIEGE_WEAPONS,ICON_UNIT_ELITE_CATAPULT,SPRITE_CATAPULT,SOUND_SELECT1_ELITE_CATAPULT,SOUND_MOVE_ELITE_CATAPULT,SOUND_ATTACK_ELITE_CATAPULT,aom
241,Elite Cataphract,0,4,8a,4d,14h,2f,8,aom:ADVANCE_STIRRUP,ICON_UNIT_ELITE_CATAPHRACT,SPRITE_CATAPHRACT,SOUND_SELECT1_ELITE_CATAPHRACT,SOUND_MOVE_ELITE_CATAPHRACT,SOUND_ATTACK_ELITE_CATAPHRACT,aom
242,Elite Belfroi,0,1,3a,2d,11h,1f,5,PT,ICON_UNIT_ELITE_BELFROI,SPRITE_BELFROI,SOUND_SELECT1_ELITE_BELFROI,SOUND_MOVE_ELITE_BELFROI,SOUND_ATTACK_ELITE_BELFROI,aom
243,Elite Trebuchet,0,1,3a,3d,12h,2f,10,aom:ADVANCE_GREEK_FIRE,ICON_UNIT_ELITE_TREBUCHET,SPRITE_TREBUCHET,SOUND_SELECT1_ELITE_TREBUCHET,SOUND_MOVE_ELITE_TREBUCHET,SOUND_ATTACK_ELITE_TREBUCHET,aom
245,Elite Knight,0,3,9a,5d,15h,2f,9,aom:ADVANCE_PLATE_ARMOUR,ICON_UNIT_ELITE_KNIGHT,SPRITE_KNIGHT,SOUND_SELECT1_ELITE_KNIGHT,SOUND_MOVE_ELITE_KNIGHT,SOUND_ATTACK_ELITE_KNIGHT,aom
246,Elite Pikemen,0,1,7a,8d,16h,2f,7,aom:ADVANCE_BANKING,ICON_UNIT_ELITE_PIKEMEN,SPRITE_PIKEMEN,SOUND_SELECT1_ELITE_PIKEMEN,SOUND_MOVE_ELITE_PIKEMEN,SOUND_ATTACK_ELITE_PIKEMEN,aom
247,Elite Crossbowman,0,1,3a,3d,13h,2f,8,aom:ADVANCE_CROSSBOW,ICON_UNIT_ELITE_CROSSBOWMAN,SPRITE_CROSSBOWMAN,SOUND_SELECT1_ELITE_CROSSBOWMAN,SOUND_MOVE_ELITE_CROSSBOWMAN,SOUND_ATTACK_ELITE_CROSSBOWMAN,aom
248,Elite Praetorians,0,1,7a,6d,17h,2f,6,aom:ADVANCE_DICTATORSHIP,ICON_UNIT_ELITE_PRAETORIANS,SPRITE_PRAETORIANS,SOUND_SELECT1_ELITE_PRAETORIANS,SOUND_MOVE_ELITE_PRAETORIANS,SOUND_ATTACK_ELITE_PRAETORIANS,aom
249,Elite Elephant Warrior,0,2,6a,3d,14h,1f,4,aom:ADVANCE_OLIGARCHY,ICON_UNIT_ELITE_ELEPHANT_WARRIOR,SPRITE_ELEPHANT_WARRIOR,SOUND_SELECT1_ELITE_ELEPHANT_WARRIOR,SOUND_MOVE_ELITE_ELEPHANT_WARRIOR,SOUND_ATTACK_ELITE_ELEPHANT_WARRIOR,aom
250,Elite Janissary,0,2,8a,6d,16h,2f,9,aom:ADVANCE_SULTANATE,ICON_UNIT_ELITE_JANISSARY,SPRITE_JANISSARY,SOUND_SELECT1_ELITE_JANISSARY,SOUND_MOVE_ELITE_JANISSARY,SOUND_ATTACK_ELITE_JANISSARY,aom
251,Elite Teutonic Knight,0,3,9a,4d,17h,2f,10,aom:ADVANCE_THEOLOGY,ICON_UNIT_ELITE_TEUTONIC_KNIGHT,SPRITE_TEUTONIC_KNIGHT,SOUND_SELECT1_ELITE_TEUTONIC_KNIGHT,SOUND_MOVE_ELITE_TEUTONIC_KNIGHT,SOUND_ATTACK_ELITE_TEUTONIC_KNIGHT,aom
252,Elite Heptireme,2,4,5a,3d,15h,2f,6,aom:ADVANCE_HULL_MAKING,ICON_UNIT_ELITE_HEPTIREME,SPRITE_HEPTIREME,SOUND_SELECT1_ELITE_HEPTIREME,SOUND_MOVE_ELITE_HEPTIREME,SOUND_ATTACK_ELITE_HEPTIREME,aom
253,Elite Dromon,2,4,7a,4d,16h,2f,8,aom:ADVANCE_ASTROLABE,ICON_UNIT_ELITE_DROMON,SPRITE_DROMON,SOUND_SELECT1_ELITE_DROMON,SOUND_MOVE_ELITE_DROMON,SOUND_ATTACK_ELITE_DROMON,aom
