ADVANCE_ALCHEMY					"Alchemy"
UNIT_EXPLORER					"Explorer"
DESCRIPTION_UNIT_EXPLORER			"Explorer: a Super Magic unit."
UNIT_ASSASSIN					"Assassin"
DESCRIPTION_UNIT_ASSASSIN			"Assassin: a Super Magic unit."
UNIT_KNIGHTS_TEMPLAR				"Knights Templar"
DESCRIPTION_UNIT_KNIGHTS_TEMPLAR		"Knights Templar: a Super Magic unit."
UNIT_KNIGHTS_HOSP				"Knights Hosp."
DESCRIPTION_UNIT_KNIGHTS_HOSP			"Knights Hosp.: a Super Magic unit."
UNIT_HURRICANE					"Hurricane"
DESCRIPTION_UNIT_HURRICANE			"Hurricane: a Super Magic unit."
UNIT_ABOLITIONIST				"Abolitionist"
DESCRIPTION_UNIT_ABOLITIONIST			"Abolitionist: a Super Magic unit."
UNIT_AMBASSADOR					"Ambassador"
DESCRIPTION_UNIT_AMBASSADOR			"Ambassador: a Super Magic unit."
UNIT_ARQUEBUSIER				"Arquebusier"
DESCRIPTION_UNIT_ARQUEBUSIER			"Arquebusier: a Super Magic unit."
UNIT_ELITE_ARQUEBUSIER				"Elite Arquebusier"
DESCRIPTION_UNIT_ELITE_ARQUEBUSIER		"Elite Arquebusier: a Super Magic unit."
UNIT_BALLISTA					"Ballista"
DESCRIPTION_UNIT_BALLISTA			"Ballista: a Super Magic unit."
UNIT_BERZERKER					"Berzerker"
DESCRIPTION_UNIT_BERZERKER			"Berzerker: a Super Magic unit."
UNIT_BIREME					"Bireme"
DESCRIPTION_UNIT_BIREME				"Bireme: a Super Magic unit."
UNIT_BRIGADIER					"Brigadier"
DESCRIPTION_UNIT_BRIGADIER			"Brigadier: a Super Magic unit."
UNIT_CAMEL					"Camel"
DESCRIPTION_UNIT_CAMEL				"Camel: a Super Magic unit."
UNIT_CATAPHRACT					"Cataphract"
DESCRIPTION_UNIT_CATAPHRACT			"Cataphract: a Super Magic unit."
UNIT_CHARIOT					"Chariot"
DESCRIPTION_UNIT_CHARIOT			"Chariot: a Super Magic unit."
UNIT_CLERIC					"Cleric"
DESCRIPTION_UNIT_CLERIC				"Cleric: a Super Magic unit."
UNIT_CLUB_WARRIOR				"Club Warrior"
DESCRIPTION_UNIT_CLUB_WARRIOR			"Club Warrior: a Super Magic unit."
UNIT_ELITE_CLUB_WARRIOR				"Elite Club Warrior"
DESCRIPTION_UNIT_ELITE_CLUB_WARRIOR		"Elite Club Warrior: a Super Magic unit."
UNIT_COG					"Cog"
DESCRIPTION_UNIT_COG				"Cog: a Super Magic unit."
UNIT_COLONEL					"Colonel"
DESCRIPTION_UNIT_COLONEL			"Colonel: a Super Magic unit."
UNIT_COMPOSITE_ARCHER				"Composite Archer"
DESCRIPTION_UNIT_COMPOSITE_ARCHER		"Composite Archer: a Super Magic unit."
UNIT_CRAWLER					"Crawler"
DESCRIPTION_UNIT_CRAWLER			"Crawler: a Super Magic unit."
UNIT_CROSSBOWMAN				"Crossbowman"
DESCRIPTION_UNIT_CROSSBOWMAN			"Crossbowman: a Super Magic unit."
UNIT_DINOSAUR					"Dinosaur"
DESCRIPTION_UNIT_DINOSAUR			"Dinosaur: a Super Magic unit."
UNIT_DIPLOMAT					"Diplomat"
DESCRIPTION_UNIT_DIPLOMAT			"Diplomat: a Super Magic unit."
UNIT_DROMON					"Dromon"
DESCRIPTION_UNIT_DROMON				"Dromon: a Super Magic unit."
UNIT_EARLY_GALLEY				"Early Galley"
DESCRIPTION_UNIT_EARLY_GALLEY			"Early Galley: a Super Magic unit."
UNIT_WAR_ELEPHANT				"War Elephant"
DESCRIPTION_UNIT_WAR_ELEPHANT			"War Elephant: a Super Magic unit."
UNIT_EMISSARY					"Emissary"
DESCRIPTION_UNIT_EMISSARY			"Emissary: a Super Magic unit."
UNIT_EMPATHIC_DIPLOMAT				"Empathic Diplomat"
DESCRIPTION_UNIT_EMPATHIC_DIPLOMAT		"Empathic Diplomat: a Super Magic unit."
UNIT_GREAT_GENERAL				"Great General"
DESCRIPTION_UNIT_GREAT_GENERAL			"Great General: a Super Magic unit."
UNIT_GREAT_KING					"Great King"
DESCRIPTION_UNIT_GREAT_KING			"Great King: a Super Magic unit."
UNIT_HALBERDIER					"Halberdier"
DESCRIPTION_UNIT_HALBERDIER			"Halberdier: a Super Magic unit."
UNIT_ELITE_HALBERDIER				"Elite Halberdier"
DESCRIPTION_UNIT_ELITE_HALBERDIER		"Elite Halberdier: a Super Magic unit."
UNIT_HERO					"Hero"
DESCRIPTION_UNIT_HERO				"Hero: a Super Magic unit."
UNIT_HIRED_THUG					"Hired Thug"
DESCRIPTION_UNIT_HIRED_THUG			"Hired Thug: a Super Magic unit."
UNIT_HOPLITE					"Hoplite"
DESCRIPTION_UNIT_HOPLITE			"Hoplite: a Super Magic unit."
UNIT_ELITE_HOPLITE				"Elite Hoplite"
DESCRIPTION_UNIT_ELITE_HOPLITE			"Elite Hoplite: a Super Magic unit."
UNIT_HOPLITE_MILITIA				"Hoplite Militia"
DESCRIPTION_UNIT_HOPLITE_MILITIA		"Hoplite Militia: a Super Magic unit."
UNIT_HORSEMAN					"Horseman"
DESCRIPTION_UNIT_HORSEMAN			"Horseman: a Super Magic unit."
UNIT_ELITE_HOVER_INFANTRY			"Elite Hover Infantry"
DESCRIPTION_UNIT_ELITE_HOVER_INFANTRY		"Elite Hover Infantry: a Super Magic unit."
UNIT_HOVER_INFANTRY_MILITIA			"Hover Infantry Militia"
DESCRIPTION_UNIT_HOVER_INFANTRY_MILITIA		"Hover Infantry Militia: a Super Magic unit."
UNIT_HYPASPISTS					"Hypaspists"
DESCRIPTION_UNIT_HYPASPISTS			"Hypaspists: a Super Magic unit."
UNIT_ELITE_HYPASPIST				"Elite Hypaspist"
DESCRIPTION_UNIT_ELITE_HYPASPIST		"Elite Hypaspist: a Super Magic unit."
UNIT_INFANTRYMAN				"Infantryman"
DESCRIPTION_UNIT_INFANTRYMAN			"Infantryman: a Super Magic unit."
UNIT_ELITE_INFANTRY				"Elite Infantry"
DESCRIPTION_UNIT_ELITE_INFANTRY			"Elite Infantry: a Super Magic unit."
UNIT_INFANTRYMAN_MILITIA			"Infantryman Militia"
DESCRIPTION_UNIT_INFANTRYMAN_MILITIA		"Infantryman Militia: a Super Magic unit."
UNIT_INFECTOR					"Infector"
DESCRIPTION_UNIT_INFECTOR			"Infector: a Super Magic unit."
UNIT_JANISSARY					"Janissary"
DESCRIPTION_UNIT_JANISSARY			"Janissary: a Super Magic unit."
UNIT_JAVELIN_CAVALRY				"Javelin Cavalry"
DESCRIPTION_UNIT_JAVELIN_CAVALRY		"Javelin Cavalry: a Super Magic unit."
UNIT_KINGS_EYE					"King's Eye"
DESCRIPTION_UNIT_KINGS_EYE			"King's Eye: a Super Magic unit."
UNIT_KNIGHT					"Knight"
DESCRIPTION_UNIT_KNIGHT				"Knight: a Super Magic unit."
UNIT_LEGAL_TEAM					"Legal Team"
DESCRIPTION_UNIT_LEGAL_TEAM			"Legal Team: a Super Magic unit."
UNIT_ELITE_LEGION				"Elite Legion"
DESCRIPTION_UNIT_ELITE_LEGION			"Elite Legion: a Super Magic unit."
UNIT_LEGION_MILITIA				"Legion Militia"
DESCRIPTION_UNIT_LEGION_MILITIA			"Legion Militia: a Super Magic unit."
UNIT_LONGSHIP					"Longship"
DESCRIPTION_UNIT_LONGSHIP			"Longship: a Super Magic unit."
UNIT_MAN_AT_ARMS				"Man at Arms"
DESCRIPTION_UNIT_MAN_AT_ARMS			"Man at Arms: a Super Magic unit."
UNIT_ELITE_MAN_AT_ARMS				"Elite Man at Arms"
DESCRIPTION_UNIT_ELITE_MAN_AT_ARMS		"Elite Man at Arms: a Super Magic unit."
UNIT_ELITE_MARINE				"Elite Marine"
DESCRIPTION_UNIT_ELITE_MARINE			"Elite Marine: a Super Magic unit."
UNIT_MERCHANT_TRADER				"Merchant Trader"
DESCRIPTION_UNIT_MERCHANT_TRADER		"Merchant Trader: a Super Magic unit."
UNIT_MOUNTED_ARCHER				"Mounted Archer"
DESCRIPTION_UNIT_MOUNTED_ARCHER			"Mounted Archer: a Super Magic unit."
UNIT_ONAGER					"Onager"
DESCRIPTION_UNIT_ONAGER				"Onager: a Super Magic unit."
UNIT_ORGANIZER					"Organizer"
DESCRIPTION_UNIT_ORGANIZER			"Organizer: a Super Magic unit."
UNIT_PATRIARCH					"Patriarch"
DESCRIPTION_UNIT_PATRIARCH			"Patriarch: a Super Magic unit."
UNIT_PEZHETAIROI				"Pezhetairoi"
DESCRIPTION_UNIT_PEZHETAIROI			"Pezhetairoi: a Super Magic unit."
UNIT_ELITE_PIKEMAN				"Elite Pikeman"
DESCRIPTION_UNIT_ELITE_PIKEMAN			"Elite Pikeman: a Super Magic unit."
UNIT_PIKEMAN_MILITIA				"Pikeman Militia"
DESCRIPTION_UNIT_PIKEMAN_MILITIA		"Pikeman Militia: a Super Magic unit."
UNIT_PLUNDER_I					"Plunder I"
DESCRIPTION_UNIT_PLUNDER_I			"Plunder I: a Super Magic unit."
UNIT_PLUNDER_II_CAPTIVES			"Plunder II - Captives"
DESCRIPTION_UNIT_PLUNDER_II_CAPTIVES		"Plunder II - Captives: a Super Magic unit."
UNIT_PLUNDER_III				"Plunder III"
DESCRIPTION_UNIT_PLUNDER_III			"Plunder III: a Super Magic unit."
UNIT_PLUNDER_IV					"Plunder IV"
DESCRIPTION_UNIT_PLUNDER_IV			"Plunder IV: a Super Magic unit."
UNIT_PRAETORIAN					"Praetorian"
DESCRIPTION_UNIT_PRAETORIAN			"Praetorian: a Super Magic unit."
UNIT_PROPHET					"Prophet"
DESCRIPTION_UNIT_PROPHET			"Prophet: a Super Magic unit."
UNIT_QUINQUEREME				"Quinquereme"
DESCRIPTION_UNIT_QUINQUEREME			"Quinquereme: a Super Magic unit."
UNIT_RAIDER					"Raider"
DESCRIPTION_UNIT_RAIDER				"Raider: a Super Magic unit."
UNIT_REED_BOAT					"Reed Boat"
DESCRIPTION_UNIT_REED_BOAT			"Reed Boat: a Super Magic unit."
UNIT_SCOUT_SUB					"Scout Sub"
DESCRIPTION_UNIT_SCOUT_SUB			"Scout Sub: a Super Magic unit."
UNIT_SETTLERCOLONIST				"Settler/Colonist"
DESCRIPTION_UNIT_SETTLERCOLONIST		"Settler/Colonist: a Super Magic unit."
UNIT_SHIP_OF_THE_LINE				"Ship of the Line"
DESCRIPTION_UNIT_SHIP_OF_THE_LINE		"Ship of the Line: a Super Magic unit."
UNIT_SLAVER					"Slaver"
DESCRIPTION_UNIT_SLAVER				"Slaver: a Super Magic unit."
UNIT_SLAVE_TRADER				"Slave Trader"
DESCRIPTION_UNIT_SLAVE_TRADER			"Slave Trader: a Super Magic unit."
UNIT_SLINGER					"Slinger"
DESCRIPTION_UNIT_SLINGER			"Slinger: a Super Magic unit."
UNIT_SPEARMAN					"Spearman"
DESCRIPTION_UNIT_SPEARMAN			"Spearman: a Super Magic unit."
UNIT_ELITE_SPEARMAN				"Elite Spearman"
DESCRIPTION_UNIT_ELITE_SPEARMAN			"Elite Spearman: a Super Magic unit."
UNIT_SPEARMAN_MILITIA				"Spearman Militia"
DESCRIPTION_UNIT_SPEARMAN_MILITIA		"Spearman Militia: a Super Magic unit."
UNIT_TEUTONIC_KNIGHT				"Teutonic Knight"
DESCRIPTION_UNIT_TEUTONIC_KNIGHT		"Teutonic Knight: a Super Magic unit."
UNIT_TREBUCHET					"Trebuchet"
DESCRIPTION_UNIT_TREBUCHET			"Trebuchet: a Super Magic unit."
UNIT_ALEXANDER_THE_GREAT			"Alexander the Great"
DESCRIPTION_UNIT_ALEXANDER_THE_GREAT		"Alexander the Great: a Super Magic unit."
UNIT_GENGHIS					"Genghis"
DESCRIPTION_UNIT_GENGHIS			"Genghis: a Super Magic unit."
UNIT_SARGON					"Sargon"
DESCRIPTION_UNIT_SARGON				"Sargon: a Super Magic unit."
UNIT_HANNIBAL					"Hannibal"
DESCRIPTION_UNIT_HANNIBAL			"Hannibal: a Super Magic unit."
UNIT_CAESAR					"Caesar"
DESCRIPTION_UNIT_CAESAR				"Caesar: a Super Magic unit."
UNIT_ATTILA					"Attila"
DESCRIPTION_UNIT_ATTILA				"Attila: a Super Magic unit."
UNIT_SALADIN					"Saladin"
DESCRIPTION_UNIT_SALADIN			"Saladin: a Super Magic unit."
UNIT_CHARLEMAGNE				"Charlemagne"
DESCRIPTION_UNIT_CHARLEMAGNE			"Charlemagne: a Super Magic unit."
UNIT_HERNAN_CORTES				"Hernan Cortes"
DESCRIPTION_UNIT_HERNAN_CORTES			"Hernan Cortes: a Super Magic unit."
UNIT_ULYSSES_GRANT				"Ulysses Grant"
DESCRIPTION_UNIT_ULYSSES_GRANT			"Ulysses Grant: a Super Magic unit."
UNIT_GILGAMESH					"Gilgamesh"
DESCRIPTION_UNIT_GILGAMESH			"Gilgamesh: a Super Magic unit."
UNIT_FIELD_MARSHALL				"Field Marshall"
DESCRIPTION_UNIT_FIELD_MARSHALL			"Field Marshall: a Super Magic unit."
UNIT_GENERAL					"General"
DESCRIPTION_UNIT_GENERAL			"General: a Super Magic unit."
UNIT_NORMAN_SCHWARZKOPF				"Norman Schwarzkopf"
DESCRIPTION_UNIT_NORMAN_SCHWARZKOPF		"Norman Schwarzkopf: a Super Magic unit."
UNIT_DAVID					"David"
DESCRIPTION_UNIT_DAVID				"David: a Super Magic unit."
UNIT_HAMMURABI					"Hammurabi"
DESCRIPTION_UNIT_HAMMURABI			"Hammurabi: a Super Magic unit."
UNIT_KHALID_IBN_AL_WALID			"Khalid ibn al-Walid"
DESCRIPTION_UNIT_KHALID_IBN_AL_WALID		"Khalid ibn al-Walid: a Super Magic unit."
UNIT_KHUFU					"Khufu"
DESCRIPTION_UNIT_KHUFU				"Khufu: a Super Magic unit."
UNIT_LEONIDAS					"Leonidas"
DESCRIPTION_UNIT_LEONIDAS			"Leonidas: a Super Magic unit."
UNIT_MARIUS					"Marius"
DESCRIPTION_UNIT_MARIUS				"Marius: a Super Magic unit."
UNIT_NEBUCHADNEZZAR				"Nebuchadnezzar"
DESCRIPTION_UNIT_NEBUCHADNEZZAR			"Nebuchadnezzar: a Super Magic unit."
UNIT_PACAL					"Pacal"
DESCRIPTION_UNIT_PACAL				"Pacal: a Super Magic unit."
UNIT_RAMESSES					"Ramesses"
DESCRIPTION_UNIT_RAMESSES			"Ramesses: a Super Magic unit."
UNIT_SPARTACUS					"Spartacus"
DESCRIPTION_UNIT_SPARTACUS			"Spartacus: a Super Magic unit."
UNIT_SUN_TZU					"Sun Tzu"
DESCRIPTION_UNIT_SUN_TZU			"Sun Tzu: a Super Magic unit."
UNIT_MAN_AT_ARMS_MILITIA			"Man At Arms Militia"
DESCRIPTION_UNIT_MAN_AT_ARMS_MILITIA		"Man At Arms Militia: a Super Magic unit."
UNIT_ADVANCED_WARRIOR				"Advanced Warrior"
DESCRIPTION_UNIT_ADVANCED_WARRIOR		"Advanced Warrior: a Super Magic unit."
UNIT_AT_GUN					"At Gun"
DESCRIPTION_UNIT_AT_GUN				"At Gun: a Super Magic unit."
UNIT_AUXILLIARY_LEGION				"Auxilliary Legion"
DESCRIPTION_UNIT_AUXILLIARY_LEGION		"Auxilliary Legion: a Super Magic unit."
UNIT_BELFROI					"Belfroi"
DESCRIPTION_UNIT_BELFROI			"Belfroi: a Super Magic unit."
UNIT_CARRACK					"Carrack"
DESCRIPTION_UNIT_CARRACK			"Carrack: a Super Magic unit."
UNIT_CHARIOT_ARCHER				"Chariot Archer"
DESCRIPTION_UNIT_CHARIOT_ARCHER			"Chariot Archer: a Super Magic unit."
UNIT_CONSCRIPT_LEGION				"Conscript Legion"
DESCRIPTION_UNIT_CONSCRIPT_LEGION		"Conscript Legion: a Super Magic unit."
UNIT_CONSCRIPT_SWORDSMAN			"Conscript Swordsman"
DESCRIPTION_UNIT_CONSCRIPT_SWORDSMAN		"Conscript Swordsman: a Super Magic unit."
UNIT_CORACLE					"Coracle"
DESCRIPTION_UNIT_CORACLE			"Coracle: a Super Magic unit."
UNIT_EAGLE_ARCHER				"Eagle Archer"
DESCRIPTION_UNIT_EAGLE_ARCHER			"Eagle Archer: a Super Magic unit."
UNIT_EAGLE_WARRIOR				"Eagle Warrior"
DESCRIPTION_UNIT_EAGLE_WARRIOR			"Eagle Warrior: a Super Magic unit."
UNIT_ELEPHANT_WARRIOR				"Elephant Warrior"
DESCRIPTION_UNIT_ELEPHANT_WARRIOR		"Elephant Warrior: a Super Magic unit."
UNIT_FEUDAL_CAVALRY				"Feudal Cavalry"
DESCRIPTION_UNIT_FEUDAL_CAVALRY			"Feudal Cavalry: a Super Magic unit."
UNIT_FEUDAL_INFANTRY				"Feudal Infantry"
DESCRIPTION_UNIT_FEUDAL_INFANTRY		"Feudal Infantry: a Super Magic unit."
UNIT_HEAVY_SPEARMAN				"Heavy Spearman"
DESCRIPTION_UNIT_HEAVY_SPEARMAN			"Heavy Spearman: a Super Magic unit."
UNIT_HEAVY_SWORDSMAN				"Heavy Swordsman"
DESCRIPTION_UNIT_HEAVY_SWORDSMAN		"Heavy Swordsman: a Super Magic unit."
UNIT_HEPTIREME					"Heptireme"
DESCRIPTION_UNIT_HEPTIREME			"Heptireme: a Super Magic unit."
UNIT_HUN_RAIDER					"Hun Raider"
DESCRIPTION_UNIT_HUN_RAIDER			"Hun Raider: a Super Magic unit."
UNIT_IMPERIAL_ENVOY				"Imperial Envoy"
DESCRIPTION_UNIT_IMPERIAL_ENVOY			"Imperial Envoy: a Super Magic unit."
UNIT_JAVELINEER					"Javelineer"
DESCRIPTION_UNIT_JAVELINEER			"Javelineer: a Super Magic unit."
UNIT_KNIGHT_TEMPLAR				"Knight Templar"
DESCRIPTION_UNIT_KNIGHT_TEMPLAR			"Knight Templar: a Super Magic unit."
UNIT_LONGBOW					"Longbow"
DESCRIPTION_UNIT_LONGBOW			"Longbow: a Super Magic unit."
UNIT_MAMELUKE					"Mameluke"
DESCRIPTION_UNIT_MAMELUKE			"Mameluke: a Super Magic unit."
UNIT_MECHANISED_INFANTRY			"Mechanised Infantry"
DESCRIPTION_UNIT_MECHANISED_INFANTRY		"Mechanised Infantry: a Super Magic unit."
UNIT_MEDIEVAL_INFANTRY				"Medieval Infantry"
DESCRIPTION_UNIT_MEDIEVAL_INFANTRY		"Medieval Infantry: a Super Magic unit."
UNIT_MIGRANT					"Migrant"
DESCRIPTION_UNIT_MIGRANT			"Migrant: a Super Magic unit."
UNIT_PEZHETEROI					"Pezheteroi"
DESCRIPTION_UNIT_PEZHETEROI			"Pezheteroi: a Super Magic unit."
UNIT_PHALANX					"Phalanx"
DESCRIPTION_UNIT_PHALANX			"Phalanx: a Super Magic unit."
UNIT_PIKEMEN					"Pikemen"
DESCRIPTION_UNIT_PIKEMEN			"Pikemen: a Super Magic unit."
UNIT_PELTAST					"Peltast"
DESCRIPTION_UNIT_PELTAST			"Peltast: a Super Magic unit."
UNIT_PRAETORIANS				"Praetorians"
DESCRIPTION_UNIT_PRAETORIANS			"Praetorians: a Super Magic unit."
UNIT_PRINCESS					"Princess"
DESCRIPTION_UNIT_PRINCESS			"Princess: a Super Magic unit."
UNIT_SAPHIA					"Saphia"
DESCRIPTION_UNIT_SAPHIA				"Saphia: a Super Magic unit."
UNIT_SAMURAI					"Samurai"
DESCRIPTION_UNIT_SAMURAI			"Samurai: a Super Magic unit."
UNIT_SLAVEMASTER				"Slavemaster"
DESCRIPTION_UNIT_SLAVEMASTER			"Slavemaster: a Super Magic unit."
UNIT_SUPPLY_TRAIN				"Supply Train"
DESCRIPTION_UNIT_SUPPLY_TRAIN			"Supply Train: a Super Magic unit."
UNIT_TIGER					"Tiger"
DESCRIPTION_UNIT_TIGER				"Tiger: a Super Magic unit."
UNIT_WARRIOR					"Warrior"
DESCRIPTION_UNIT_WARRIOR			"Warrior: a Super Magic unit."
UNIT_BARON					"Baron"
DESCRIPTION_UNIT_BARON				"Baron: a Super Magic unit."
UNIT_MARSHALL					"Marshall"
DESCRIPTION_UNIT_MARSHALL			"Marshall: a Super Magic unit."
UNIT_TRIBAL_LEADER				"Tribal Leader"
DESCRIPTION_UNIT_TRIBAL_LEADER			"Tribal Leader: a Super Magic unit."
UNIT_TARKAN					"Tarkan"
DESCRIPTION_UNIT_TARKAN				"Tarkan: a Super Magic unit."
UNIT_KESHIK					"Keshik"
DESCRIPTION_UNIT_KESHIK				"Keshik: a Super Magic unit."
UNIT_RAMSES					"Ramses"
DESCRIPTION_UNIT_RAMSES				"Ramses: a Super Magic unit."
UNIT_NEBUCHADNEZZER				"Nebuchadnezzer"
DESCRIPTION_UNIT_NEBUCHADNEZZER			"Nebuchadnezzer: a Super Magic unit."
UNIT_CHARLEMANGE				"Charlemange"
DESCRIPTION_UNIT_CHARLEMANGE			"Charlemange: a Super Magic unit."
UNIT_GUSTAVAS_ADOLPHUS				"Gustavas Adolphus"
DESCRIPTION_UNIT_GUSTAVAS_ADOLPHUS		"Gustavas Adolphus: a Super Magic unit."
UNIT_WILLIAM_PITT				"William Pitt"
DESCRIPTION_UNIT_WILLIAM_PITT			"William Pitt: a Super Magic unit."
UNIT_NAPOLEON					"Napoleon"
DESCRIPTION_UNIT_NAPOLEON			"Napoleon: a Super Magic unit."
UNIT_TOKUGAWA					"Tokugawa"
DESCRIPTION_UNIT_TOKUGAWA			"Tokugawa: a Super Magic unit."
UNIT_HERACLIUS					"Heraclius"
DESCRIPTION_UNIT_HERACLIUS			"Heraclius: a Super Magic unit."
UNIT_BARBAROSSA					"Barbarossa"
DESCRIPTION_UNIT_BARBAROSSA			"Barbarossa: a Super Magic unit."
UNIT_MONTEZUMA					"Montezuma"
DESCRIPTION_UNIT_MONTEZUMA			"Montezuma: a Super Magic unit."
UNIT_WILLIAM_THE_CONQUEROR			"William The Conqueror"
DESCRIPTION_UNIT_WILLIAM_THE_CONQUEROR		"William The Conqueror: a Super Magic unit."
UNIT_GENGHIS_KHAN				"Genghis Khan"
DESCRIPTION_UNIT_GENGHIS_KHAN			"Genghis Khan: a Super Magic unit."
UNIT_SOLIMAN_THE_MAGNIFICENT			"Soliman The Magnificent"
DESCRIPTION_UNIT_SOLIMAN_THE_MAGNIFICENT	"Soliman The Magnificent: a Super Magic unit."
UNIT_TUTHMOSIS_III				"Tuthmosis Iii"
DESCRIPTION_UNIT_TUTHMOSIS_III			"Tuthmosis Iii: a Super Magic unit."
UNIT_EPAMINONDAS				"Epaminondas"
DESCRIPTION_UNIT_EPAMINONDAS			"Epaminondas: a Super Magic unit."
UNIT_VERCINGETORIX				"Vercingetorix"
DESCRIPTION_UNIT_VERCINGETORIX			"Vercingetorix: a Super Magic unit."
UNIT_SCIPIO_AFRICANUS				"Scipio Africanus"
DESCRIPTION_UNIT_SCIPIO_AFRICANUS		"Scipio Africanus: a Super Magic unit."
UNIT_BELISARIUS					"Belisarius"
DESCRIPTION_UNIT_BELISARIUS			"Belisarius: a Super Magic unit."
UNIT_LEIV_ERIKSON				"Leiv Erikson"
DESCRIPTION_UNIT_LEIV_ERIKSON			"Leiv Erikson: a Super Magic unit."
UNIT_WU_TI					"Wu Ti"
DESCRIPTION_UNIT_WU_TI				"Wu Ti: a Super Magic unit."
UNIT_CHARLES_MARTEL				"Charles Martel"
DESCRIPTION_UNIT_CHARLES_MARTEL			"Charles Martel: a Super Magic unit."
UNIT_EL_CID					"El Cid"
DESCRIPTION_UNIT_EL_CID				"El Cid: a Super Magic unit."
UNIT_BOHEMUND					"Bohemund"
DESCRIPTION_UNIT_BOHEMUND			"Bohemund: a Super Magic unit."
UNIT_DE_LA_VALETTE				"De La Valette"
DESCRIPTION_UNIT_DE_LA_VALETTE			"De La Valette: a Super Magic unit."
UNIT_RICHARD_THE_LIONHEART			"Richard The Lionheart"
DESCRIPTION_UNIT_RICHARD_THE_LIONHEART		"Richard The Lionheart: a Super Magic unit."
UNIT_ALP_ARSLAN					"Alp Arslan"
DESCRIPTION_UNIT_ALP_ARSLAN			"Alp Arslan: a Super Magic unit."
UNIT_JAN_ZISKA					"Jan Ziska"
DESCRIPTION_UNIT_JAN_ZISKA			"Jan Ziska: a Super Magic unit."
UNIT_GONSALVO					"Gonsalvo"
DESCRIPTION_UNIT_GONSALVO			"Gonsalvo: a Super Magic unit."
UNIT_MARLBOROUGH				"Marlborough"
DESCRIPTION_UNIT_MARLBOROUGH			"Marlborough: a Super Magic unit."
UNIT_WELLINGTON					"Wellington"
DESCRIPTION_UNIT_WELLINGTON			"Wellington: a Super Magic unit."
UNIT_DAVOUT					"Davout"
DESCRIPTION_UNIT_DAVOUT				"Davout: a Super Magic unit."
UNIT_DAVEY_CROCKET				"Davey Crocket"
DESCRIPTION_UNIT_DAVEY_CROCKET			"Davey Crocket: a Super Magic unit."
UNIT_OYAMA					"Oyama"
DESCRIPTION_UNIT_OYAMA				"Oyama: a Super Magic unit."
UNIT_LUDENDORF					"Ludendorf"
DESCRIPTION_UNIT_LUDENDORF			"Ludendorf: a Super Magic unit."
UNIT_ROMMEL					"Rommel"
DESCRIPTION_UNIT_ROMMEL				"Rommel: a Super Magic unit."
UNIT_PATTON					"Patton"
DESCRIPTION_UNIT_PATTON				"Patton: a Super Magic unit."
UNIT_MACARTHUR					"Macarthur"
DESCRIPTION_UNIT_MACARTHUR			"Macarthur: a Super Magic unit."
UNIT_MOSHE_DAYAN				"Moshe Dayan"
DESCRIPTION_UNIT_MOSHE_DAYAN			"Moshe Dayan: a Super Magic unit."
UNIT_KING					"King"
DESCRIPTION_UNIT_KING				"King: a Super Magic unit."
UNIT_TOWN_WATCH					"Town Watch"
DESCRIPTION_UNIT_TOWN_WATCH			"Town Watch: a Super Magic unit."
UNIT_ELITE_ADVANCED_WARRIOR			"Elite Advanced Warrior"
DESCRIPTION_UNIT_ELITE_ADVANCED_WARRIOR		"Elite Advanced Warrior: a Super Magic unit."
UNIT_ELITE_HEAVY_SWORDSMAN			"Elite Heavy Swordsman"
DESCRIPTION_UNIT_ELITE_HEAVY_SWORDSMAN		"Elite Heavy Swordsman: a Super Magic unit."
UNIT_ELITE_PHALANX				"Elite Phalanx"
DESCRIPTION_UNIT_ELITE_PHALANX			"Elite Phalanx: a Super Magic unit."
UNIT_ELITE_PELTAST				"Elite Peltast"
DESCRIPTION_UNIT_ELITE_PELTAST			"Elite Peltast: a Super Magic unit."
UNIT_ELITE_AUXILLIARY_LEGION			"Elite Auxilliary Legion"
DESCRIPTION_UNIT_ELITE_AUXILLIARY_LEGION	"Elite Auxilliary Legion: a Super Magic unit."
UNIT_ELITE_JAVELIN_CAVALRY			"Elite Javelin Cavalry"
DESCRIPTION_UNIT_ELITE_JAVELIN_CAVALRY		"Elite Javelin Cavalry: a Super Magic unit."
UNIT_ELITE_CHARIOT				"Elite Chariot"
DESCRIPTION_UNIT_ELITE_CHARIOT			"Elite Chariot: a Super Magic unit."
UNIT_ELITE_CHARIOT_ARCHER			"Elite Chariot Archer"
DESCRIPTION_UNIT_ELITE_CHARIOT_ARCHER		"Elite Chariot Archer: a Super Magic unit."
UNIT_ELITE_ARCHER				"Elite Archer"
DESCRIPTION_UNIT_ELITE_ARCHER			"Elite Archer: a Super Magic unit."
UNIT_ELITE_COMPOSITE_ARCHER			"Elite Composite Archer"
DESCRIPTION_UNIT_ELITE_COMPOSITE_ARCHER		"Elite Composite Archer: a Super Magic unit."
UNIT_ELITE_GALLEY				"Elite Galley"
DESCRIPTION_UNIT_ELITE_GALLEY			"Elite Galley: a Super Magic unit."
UNIT_ELITE_TRIREME				"Elite Trireme"
DESCRIPTION_UNIT_ELITE_TRIREME			"Elite Trireme: a Super Magic unit."
UNIT_ELITE_HORSEMAN				"Elite Horseman"
DESCRIPTION_UNIT_ELITE_HORSEMAN			"Elite Horseman: a Super Magic unit."
